epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,1.8654350334055283,0.3316176470588235,1.78631316502889,0.30833333333333335
2,1.5610141670002657,0.4516176470588235,1.604575710296631,0.39666666666666667
3,1.4240279719408822,0.5035294117647059,1.483803235689799,0.44416666666666665
4,1.3450826521480785,0.5283823529411765,1.4495728985468546,0.4708333333333333
5,1.276200642866247,0.5564705882352942,1.4280993874867758,0.47583333333333333
6,1.2232976941501392,0.5657352941176471,1.6862598180770874,0.4483333333333333
7,1.194589595233693,0.5773529411764706,1.3169734954833985,0.5283333333333333
8,1.1506058289023007,0.5877941176470588,1.327859371503194,0.5166666666666667
